Unnamed: 0	domain	subdomain	ko_KR	en_XX	category	pick_num	papago_en2ko	papago_ko2en	google_en2ko	google_ko2en	T5_ko2en	T5_en2ko
7034	뉴스	사회,날씨	현재 동해 중부 먼바다에는 풍랑 경보가 내려졌고 남해상을 중심으로는 풍랑주의보가 조금 전보다 더 확대된 상황입니다.	At present, a storm warning has been issued in the central sea of ​​the East Sea, and the current situation is that the storm watch report has expanded in the South Sea.	뉴스	0	현재 Ea 동해 중부 해상에 풍랑주의보가 내려진 가운데 남해상에 풍랑주의보가 확대된 상황이다.	Currently, a wind wave warning has been issued in the far sea in the central part of the East Sea, and the wind wave warning has been expanded more than before in the southern sea.	현재 동해 중부 해상에 폭풍주의보가 발령되었으며, 남해로 폭풍주의보 보고가 확대된 상황입니다.	Currently, a storm warning has been issued in the far seas in the central part of the East Sea, and the storm warning has been expanded more than a while ago in the southern seas.	Currently, a storm warning has been issued on the western coast of the East Sea, and the storm warning is further expanded around the Namhae Sea.	현재 동해 중부 해상에는 태풍주의보가 발령됐고, 남해에서는 폭풍경보가 확대된 상황이다.
10212	뉴스	사회,사회일반	부디 여러분이 상상한 눈부신 미래가 눈 앞에 펼쳐지기를 바랍니다.	I hope that the bright future you imagined will unfolding before your eyes.	뉴스	0	당신이 상상했던 밝은 미래가 눈앞에 펼쳐지길 바랍니다.	I hope that the brilliant future you imagined will unfold before your eyes.	여러분이 상상하는 밝은 미래가 여러분의 눈 앞에 펼쳐지기를 바랍니다.	I hope that the dazzling future you envisioned unfolds before your eyes.	Hopefully, the brilliant future you imagined will unfold in front of your eyes.	당신이 상상했던 밝은 미래가 눈앞에 펼쳐지길 바란다.
11469	뉴스	IT_과학,인터넷_SNS	과거의 교제 사실이 임신·낙태와 함께 전해지면서 여론을 들끓게 만들었다.	The relationship in the past between the two came together with pregnancy and abortion, which intrigued the public.	뉴스	0	과거 두 사람의 인연은 임신과 낙태가 맞물려 대중의 호기심을 자극했다.	The past dating facts were reported along with pregnancy and abortion, sparking public opinion.	과거 두 사람의 관계는 임신과 낙태를 동반해 화제를 모은 바 있다.	The fact that they were dating from the past was spread along with pregnancy and abortion, causing public opinion to boil.	The fact of dating in the past was reported along with pregnancy and abortion, causing public opinion to fluctuate.	과거 두 사람의 관계는 임신과 낙태와 맞물려 대중들에게 흥미를 불러일으켰다.
4528	뉴스	문화,학술_문화재	이전과 해체의 과정은 더욱 진중한 여론수렴과정이 필요하다.	The process of relocation and dissolution requires a more serious process of collecting public opinion.	뉴스	0	이전과 해체 과정은 보다 진지한 여론 수렴 과정이 필요하다.	The process of relocation and dissolution requires a more serious public opinion gathering process.	이전과 해산의 과정은 보다 진지한 여론수렴 과정이 필요하다.	The process of relocation and dissolution requires a more serious public opinion gathering process.	The process of transfer and dismantling requires a more serious process of public opinion gathering.	이전 및 해산의 과정은 보다 심각한 여론 수렴 과정을 필요로 한다.
1938	뉴스	문화,문화일반	가수 박상민씨, SBS 김환 아나운서가 사회를 맡았다.	Singer Park Sang-min and SBS announcer Kim Hwan were the hosts.	뉴스	0	가수 박상민과 SBS 김환 아나운서가 진행을 맡았다.	Singer Park Sang-min and SBS announcer Kim Hwan hosted the event.	가수 박상민과 SBS 김환 아나운서가 사회를 맡았다.	Singer Park Sang-min and SBS announcer Kim Hwan hosted the show.	Singer Park Sang-min and SBS announcer Kim Hwan hosted the event.	가수 박상민과 SBS 김환 아나운서가 사회자로 나섰다.
3717	뉴스	경제,반도체	그러면서 그는 ‘GAA 트랜지스터 구조를 적용한 3나노 공정’ 등 삼성전자의 미래 파운드리 기술을 공개해 참석자들의 주목을 받았다.	In doing so, he drew attention from participants by unveiling Samsung Electronics' future foundry technologies such as 'three-nano process with GAA transistor structure'.	뉴스	0	그러면서 'GAA 트랜지스터 구조를 가진 3나노 공정' 등 삼성전자의 미래 파운드리 기술을 공개해 참석자들의 눈길을 끌었다.	In the meantime, he drew attention from participants by unveiling Samsung Electronics' future foundry technologies such as '3-nano process with GAA transistor structure'.	이 과정에서 'GAA 트랜지스터 구조의 3나노 공정' 등 삼성전자의 미래 파운드리 기술을 공개해 참석자들의 눈길을 끌었다.	At the same time, he drew attention from the attendees by revealing Samsung Electronics' future foundry technology, such as the '3-nano process applying the GAA transistor structure'.	"In the meantime, he received attention from participants by unveiling Samsung Electronics' future foundry technology, including ""three nanoprocesses applying the GAA transistor structure."""	이를 통해 'GAA 트랜지스터 구조의 3나노 공정' 등 삼성전자의 미래 파운드리 기술을 공개해 참석자들의 눈길을 끌었다.
911	뉴스	사회,노동_복지	대법원은 이날 판결에서 “판례로 확립된 근로기준법상 근로자성의 판단 기준대로 학습지 교사들이 근로기준법상 근로자에는 해당하지 않더라도, 노동3권 보호의 필요성이 있으면 노동조합법상 근로자에는 해당할 수 있다”고 밝혔다.	"The Supreme Court said in its ruling on the day, ""Although the home-study teachers are not workers under the Labor Standards Act as a judgment criterion of worker's characteristics under the Labor Standards Law, which is established in the case, if the need for protection of the three labor rights is required, they can be applied to workers under the Labor Union Law."""	뉴스	0	"대법원은 이날 판결문에서 ""가정학습교사는 이 사건 근로기준법상 근로자의 성격 판단기준으로 근로기준법상 근로자가 아니지만, 노동3권 보호의 필요성이 요구되면 해당 근로자에게 적용할 수 있다""고 밝혔다.노동조합법"""	"The Supreme Court said in its ruling, ""According to the criteria established by the Labor Standards Act, teachers at work may not be workers under the Labor Standards Act, but workers under the Labor Union Act if there is a need to protect the three labor rights."""	대법원은 이날 판결에서 “가정교사는 근로기준법상 근로자의 특성을 판단하는 기준으로서 근로기준법상 근로자는 아니지만, 근로기준법상 근로자의 자질을 판단하는 기준으로 노동 3권의 보호가 필요하면 노동조합법에 따라 노동자에게 적용할 수 있다”고 말했다.	"In its ruling on the same day, the Supreme Court said, ""According to the criteria for determining the characteristics of workers under the Labor Standards Act established by precedent, even if teachers do not fall under the Labor Standards Act, they may fall under the Labor Union Act if there is a need to protect the three labor rights."" ."	"The Supreme Court said in its ruling that ""Even if teachers at learning sites do not fall under workers under the Labor Standards Act, as standard for judging worker status established as precedent, they can be workers under labor union law if there is a need to protect the three rights of labor."""	"대법원은 이날 판결에서 ""가정교사는 이 사건 규정된 근로기준법상의 근로자 특성 판단 기준으로 근로기준법상 근로자가 아니지만, 3대 노동권 보호의 필요성이 요구된다면 노동조합법상 근로자에 적용할 수 있다""고 밝혔다."
5343	뉴스	문화,방송_연예	여기에 갑옷을 입은 채 2층 버스와 길거리를 활보하는 조지 클루니 특유의 위트와 재치가 더해져 웃음을 자아낸다.	George Clooney's unique wit while wandering the double-decker bus and the streets in armor make people smile here.	뉴스	0	2층 버스와 갑옷을 입은 거리를 배회하는 조지 클루니의 독특한 재치가 이곳 사람들을 미소 짓게 한다.	On top of that, George Clooney's unique wit and wit, who walks on the double-decker bus and the street in armor, are added to create laughter.	2층 버스와 갑옷을 입은 거리를 헤매는 조지 클루니의 남다른 위트가 보는 이들을 미소짓게 만든다.	In addition to this, George Clooney's unique wit and wit, who walks on a double-decker bus and the streets while wearing armor, brings laughter.	On top of that, George Cluney's unique wit and wit, who walks around the second-floor bus and street in armor, creates laughter.	2층 버스와 갑옷을 입고 거리를 돌아다니던 조지 클로네이의 독특한 재치가 여기서 웃음을 자아낸다.
9158	뉴스	경제,증권_증시	그 이유가 이후의 실적 둔화에 대한 우려 때문이었다면, 현재는 반대로 펀더멘털이 불안하지만 앞으로 개선될 일만 남았다는 판단이 오히려 투자자들을 증시로 불러오고 있다는 이야기다.	If the reason was concern over future earnings slowdown, the current trend is that even the fundamentals are currently unstable, the judgment that they're only to be improved in the future, is bringing investors to the stock market.	뉴스	0	향후 실적둔화 우려 때문이라면 현재 펀더멘털마저 불안하다는 판단, 앞으로 개선될 일만 남았다는 판단이 투자자들을 증시로 불러들이고 있다는 것이다.	If the reason was due to concerns over a subsequent slowdown in earnings, the judgment that fundamentals are currently unstable, but only improvements remain in the future, is rather bringing investors to the stock market.	이유가 향후 실적 둔화에 대한 우려였다면 현재 펀더멘털마저 불안정한 상태에서 앞으로 개선될 것이라는 판단이 투자자들을 주식시장으로 끌어들이고 있기 때문이다.	If the reason was due to concerns about the future earnings slowdown, on the contrary, the fundamentals are currently unstable, but the judgment that there is only room for improvement in the future is rather attracting investors to the stock market.	If the reason was due to concerns over subsequent slowdown in performance, on the contrary, the judgment that fundamentals are unstable, but there is only something to improve in the future is rather bringing investors to the stock market.	향후 실적 둔화 우려가 원인이었다면 현재 추세는 펀더멘털마저 불안정해 향후 개선될 뿐이라는 판단이 투자자들의 증시로 유입되고 있다.
9533	뉴스	경제,서비스_쇼핑	과학기술정보통신부는 15일 5G 주파수경매 3.5㎓ 대역 1단계 클락입찰을 6라운드까지 진행한 결과, 1개 블록(10㎒폭)당 가격이 957억원으로 상승했다고 밝혔다.	Ministry of Science, Technology, Information and Communication announced on the 15th that its price per block (10MHz width) increased to 95.7 billion won as a result of first stage of bidding for 3.5GHz band after carrying it until 6th round.	뉴스	0	과학기술정보통신부는 1단계 3.5 입찰 결과 블록당 가격(10MHz폭)이 957억원으로 상승했다고 15일 밝혔다.6라운드까지 들고 나온 GHz 밴드.	The Ministry of Science and ICT announced on the 15th that the price per block (10MHz width) rose to 95.7 billion won as a result of conducting the first stage of the 5G frequency auction 3.5GHz band up to the sixth round.	과기정통부는 3.5GHz 대역을 6차까지 유예한 1단계 입찰 결과 블록(10MHz 폭)당 가격이 957억원으로 올랐다고 15일 밝혔다.	The Ministry of Science and ICT announced on the 15th that the price per block (10 MHz width) rose to 95.7 billion won as a result of the 5G frequency auction in the first stage of the 3.5 GHz band clock bidding until the 6th round.	The Ministry of Science and ICT announced on the 15th that the price per block (10MHz width) rose to 95.7 billion won as a result of conducting the first-stage clock bidding in the 5G frequency auction 3.5GHz band until the sixth round.	과학기술정보통신부는 3.5GHz 대역에 대한 1단계 입찰 결과 블록당 가격(10MHz 폭)이 957억원으로 늘었다고 15일 밝혔다.
3854	뉴스	경제,산업_기업	중소기업중앙회는 중소기업사랑나눔재단과 공동 주관하고 네이버가 후원하는 ‘제2회 중소기업을 빛낸 국민영웅어워즈’시상식을 지난 21일 제주 롯데호텔에서 개최했다고 27일 밝혔다.	"The Korea Federation of Small and Medium Business announced on the 27th that it held a ceremony at Lotte Hotel on Jeju Island on the 21st for the ""2nd annual National Hero Awards for SMEs"" co-organized by the SME Love Sharing Foundation and sponsored by Naver."	뉴스	0	중소기업중앙회는 21일 제주도 롯데호텔에서 중소기업사랑나눔재단이 공동 주최하고 네이버가 후원하는 '제2회 전국 중소기업 영웅대상' 시상식을 개최했다고 27일 밝혔다.	The Korea Federation of Small and Medium Business announced on the 27th that it held an award ceremony for the 2nd National Hero Awards, co-hosted by the Small and Medium Business Love Sharing Foundation and sponsored by Naver, at Lotte Hotel in Jeju on the 21st.	중소기업중앙회는 중소기업사랑나눔재단이 공동주관하고 네이버가 후원하는 '제2회 중소기업 국민영웅대상' 시상식을 21일 제주도 롯데호텔에서 개최했다고 27일 밝혔다. .	The Korea Federation of Small and Medium Businesses announced on the 27th that it held the '2nd National Hero Awards for Brightening Small and Medium Businesses' at the Jeju Lotte Hotel on the 21st, co-hosted by the Small Business Love Sharing Foundation and sponsored by Naver.	The Korea Federation of Small and Medium Business announced on the 27th that it held a ceremony at Lotte Hotel in Jeju on the 21st to celebrate the 2nd National Hero Awards, which was co-hosted by the SME Love Sharing Foundation and sponsored by Naver.	중소기업중앙회는 중소기업사랑나눔재단이 공동 주관하고 네이버가 후원하는 '제2회 중소기업 국민영웅상' 기념식을 21일 제주도 롯데호텔에서 개최했다고 27일 밝혔다.
4789	뉴스	경제,국제경제	첸나이 공장에선 전기차를 포함한 신규 모델 생산이 이뤄진다.	New models, including electric vehicles are produced in the Chennai plant.	뉴스	0	첸나이 공장에서 전기차를 포함한 새로운 모델이 생산된다.	New models, including electric cars, will be produced at the Chennai plant.	첸나이 공장에서는 전기 자동차를 포함한 새로운 모델이 생산됩니다.	The Chennai plant will produce new models, including electric vehicles.	The Chenyi plant produces new models including electric vehicles.	마곡 공장에는 전기차를 포함한 신차가 생산되고 있다.
7561	뉴스	문화,문화일반	올해도 시민들의 공적 공간인 서울광장은 음주와 모금, 남·여 성기모양의 비누 등 음란물 판매가 난무하는 공간이 됐다.	This year, Seoul Plaza, a public space for citizens, has become a place rife with obscenity where sales of obscene materials such as drinking, fundraising and soap shaped like men and women's sexual organs are conducted.	뉴스	0	올해 시민을 위한 공공공간인 서울광장은 남녀 성기관 모양의 음주, 모금, 비누 등 음란물 판매가 이뤄지는 외설스러운 곳이 됐다.	This year, Seoul Plaza, a public space for citizens, has become a place where sales of pornography such as drinking, raising money, and soap in the shape of men and women are rampant.	올해 시민의 공공공간인 서울광장은 남녀의 성기를 형상화한 술, 모금, 비누 등 음란물 판매가 이뤄지는 음란물이 만연한 곳이 됐다.	This year too, Seoul Plaza, a public space for citizens, has become a space for drinking, fundraising, and selling pornography such as soap in the shape of male and female genitalia.	This year, Seoul Plaza, a public space for citizens, has become a place where pornography sales such as drinking and fundraising, and soaps in the shape of male and female genitals are rampant.	올해는 시민을 위한 공공공간인 서울광장이 음주, 모금, 남녀 성장기 모양의 비누 등 음란물 판매 등이 이뤄지는 음란한 공간이 됐다.
8415	뉴스	스포츠,올림픽_아시안게임	국내 실업 팀이 소수에 불과한 열악한 현실에도 여자 검도는 3년 전 도쿄에서 종주국 일본을 깜짝 놀라게 했다.	Despite the poor reality of a small number of Korean business teams, the female kendo surprised the country of Japan, which came to an end three years ago in Tokyo.	뉴스	0	소수의 한국 실업팀의 열악한 현실에도 불구하고 여자 검도는 3년 전 도쿄에서 막을 내린 일본을 놀라게 했다.	Despite the poor reality of only a few domestic business teams, women's kendo surprised Japan, the host country, three years ago in Tokyo.	소수의 한국 비즈니스 팀의 열악한 현실에도 불구하고 여성 검도는 3년 전 도쿄에서 종식된 일본을 놀라게 했다.	Despite the harsh reality that there are only a handful of domestic business teams, women's kendo surprised Japan, the country of origin, in Tokyo three years ago.	Despite the poor reality of only a few domestic unemployment teams, the women's Geomdo surprised Japan, the main country in Tokyo three years ago.	한국 기업팀이 소수인 열악한 현실에도 불구하고 3년 전 도쿄에서 마무리된 일본 나라를 깜짝 놀라게 한 여자 검도다.
6715	뉴스	사회,사건_사고	성남 연합뉴스 1일 성남 분당경찰서와 이 지사측에 따르면 이 지사를 둘러싼 6가지 의혹 가운데 경찰이 기소의견을 낸 것은 모두 3가지다.	Seongnam Yonhap News on the 1st, according to Seongnam Bundang Police Station and Lee governor, three of the six suspicions surrounding the governor have been filed by the police.	뉴스	0	성남연합뉴스 성남분당경찰서와 이 지사에 따르면 이 지사를 둘러싼 의혹 6건 중 3건이 경찰에 접수됐다.	Seongnam Yonhap News Agency said on the 1st that among the six suspicions surrounding Governor Lee, three of them were prosecuted by the police.	1일 성남연합뉴스에 따르면 분당성남경찰서와 이 지사에 따르면 지사를 둘러싼 6건의 혐의 중 3건이 경찰에 접수됐다.	According to the Seongnam Yonhap News Agency on the 1st, the Bundang Police Station in Seongnam and the branch office said that among the six allegations surrounding the branch, the police issued an opinion to indict three of them.	According to the Seongnam Bundang Police Station and Governor Lee on the 1st, three of the six suspicions surrounding Governor Lee were filed by the police.	성남 분당경찰서와 이 지사 등에 따르면 이 지사를 둘러싼 의혹 6건 중 3건이 경찰에 접수됐다.
3410	뉴스	문화,학술_문화재	비보를 듣고 찾아온 크리스티나의 담임 선생님과 황씨 부부가 다녔던 교회 성도 서너 명이 이들 우즈베키스탄 고려인 부부에게 생소한 장례 절차를 알려주며 돕고 있었다.	Upon hearing the sad news, Christina's homeroom teacher and three or four members of the church that Hwang and their spouse attended helped the Uzbekistan-Korean couple, teaching them about the unfamiliar funeral procedures.	뉴스	0	비보를 접한 크리스티나의 담임교사와 황씨 부부가 다녔던 교인 서너 명이 낯선 장례 절차를 알려주며 우즈베키스탄-한국 부부를 도왔다.	Christina's homeroom teacher and three or four church members, who visited after hearing the sad news, were helping the Uzbek couple by informing them of unfamiliar funeral procedures.	안타까운 소식을 들은 크리스티나의 담임 선생님과 황씨 부부가 다니던 교인 서너 명이 우즈베키스탄 교포 부부를 도우며 생소한 장례 절차를 가르쳤다.	Christina's homeroom teacher, who came to hear the news, and three or four members of the church the Hwang and his wife attended were helping the Uzbek Korean couple by informing them of the unfamiliar funeral procedures.	The homeroom teacher of Cristina, who came after hearing the news, and three or four church monks who attended the church where Hwang and his wife attended, were helping these Korean couples in Uzbekistan by telling them unfamiliar funeral procedures.	슬픈 소식을 들은 크리스티나 담임교사와 황씨와 배우자가 참석한 교회 회원 3∼4명이 우즈베키스탄-한인 부부에게 낯선 장례절차에 대해 가르쳐줬다.
3119	뉴스	스포츠,골프	박상현은 KPGA코리안투어를 대표하는 스타 플레이어임에 이론의 여지가 없다.	It is no doubt that Park Sang-hyun is a star player representing the KPGA Korean Tour.	뉴스	0	박상현이 KPGA 코리안투어를 대표하는 스타플레이어임은 의심의 여지가 없다.	There is no doubt that Park Sang-hyun is a star player representing the KPGA Korean Tour.	박상현이 KPGA 코리안투어를 대표하는 스타 플레이어임에는 의심의 여지가 없다.	There is no doubt that Park Sang-hyun is a star player representing the KPGA Korean Tour.	Park Sang-hyun is a star player representing the KPGA Korean Tour, so there is no theory.	박상현이 KPGA 코리안투어를 대표하는 스타 선수라는 점은 의심할 여지가 없다.
5410	뉴스	IT_과학,콘텐츠	정적들을 무자비하게 숙청해 온 무함마드 빈 살만 사우디아라비아 왕세자가 이번에는 아버지 빈 살만 압둘아지즈 국왕과도 불화를 빚고 있다.	Saudi Arabia's Crown Prince Muhammad Bin Salman, who has ruthlessly purged his political opponent forces, experiences discord with his father, King bin Salman Abdulaziz.	뉴스	0	정적 세력을 무자비하게 숙청한 무함마드 빈 살만 사우디아라비아 왕세자가 아버지 빈 살만 압둘아지즈 국왕과 불화를 겪고 있다.	Saudi Arabia's Crown Prince Muhammad bin Salman, who has ruthlessly purged his political opponents, is now at odds with his father, King Bin Salman Abdulaziz.	정치적 반대세력을 무자비하게 숙청한 사우디아라비아의 무하마드 빈 살만 왕세자는 아버지인 빈 살만 압둘아지즈 왕과 갈등을 겪고 있다.	Saudi Crown Prince Mohammad bin Salman, who has been ruthlessly purging his enemies, is also at odds with his father, King Abdulaziz, this time.	Saudi Arabia's Crown Prince Muhammad Bin Salman, who has ruthlessly excavated his enemies, is also in conflict with his father, King Bin Salman Ahmedizz.	정치적 상대 세력을 철저히 숙청한 무함마드 빈 살만 사우디 왕세자가 아버지 빈 살 만 압둘라지즈 국왕과 불화를 겪고 있다.
7605	뉴스	스포츠,스포츠일반	여세를 몰아 캐딜락코리아는 고객이 참여하는 골프마케팅도 강화할 방침이다.	Cadillac Korea plans to strengthen golf marketing that customers participate in.	뉴스	0	캐딜락코리아는 고객이 참여하는 골프 마케팅을 강화할 계획이다.	Driving the momentum, Cadillac Korea plans to strengthen golf marketing involving customers.	캐딜락코리아는 고객이 참여하는 골프 마케팅을 강화할 계획이다.	Driving momentum, Cadillac Korea plans to strengthen its golf marketing in which customers participate.	With the momentum, Cadillac Korea plans to strengthen golf marketing involving customers.	캐딜락코리아는 고객들이 참여하는 골프 마케팅을 강화할 계획이다.
10311	뉴스	사회,사건_사고	검찰이 발부한 영장에 따르면 네이처셀은 주가 급락 전후 시세를 고의로 조종, 수백억원대 이익을 남긴 정황이 포착됐다.	According to the warrant issued by the prosecution, Nature Cell intentionally manipulated the stock market before and after the share plummeted, gaining tens of billions of won in profits.	뉴스	0	검찰이 발부한 영장에 따르면 네이처셀은 주가가 급락하기 전후로 의도적으로 증시를 조작해 수백억원의 차익을 챙겼다.	According to the warrant issued by the prosecution, Nature Cell was found to have intentionally manipulated the market price before and after the stock price plunged, leaving profits worth tens of billions of won.	검찰이 발부한 영장에 따르면 네이처셀은 주가 폭락 전후 의도적으로 주식시장을 조작해 수백억원의 이익을 얻었다.	According to the warrant issued by the prosecution, it was discovered that Nature Cell intentionally manipulated the market price before and after the stock price plunge, leaving tens of billions of won in profits.	According to the warrant issued by the prosecution, Nature Cell intentionally manipulated the market price before and after the stock price plunge and left hundreds of billions of won in profits.	검찰이 발부한 영장에 따르면 네이처셀은 주가가 급락하기 전후로 의도적으로 주가를 조작해 수백억원의 이익을 챙겼다.
2614	뉴스	국제,아시아	항공편과 배편 취소가 속출해 10만명이 넘은 여행객들의 발이 묶였다.	More than 100,000 travelers were stranded due to a series of flight and ship cancellations.	뉴스	0	잇따른 항공편과 선박 결항으로 10만 명이 넘는 여행객이 발이 묶였다.	More than 100,000 travelers were stranded due to a series of cancellations of flights and ships.	일련의 항공편 및 선박 결항으로 인해 100,000명 이상의 여행자가 좌초되었습니다.	Flights and boats were canceled one after another, and more than 100,000 travelers were stranded.	As flights and ships were canceled, more than 100,000 travelers were tied up.	항공편과 선박 결항이 잇따르면서 10만명 이상의 여행객이 표류했다.
3668	뉴스	문화,전시_공연	백시원 조명디자이너의 조명이 주인공들의 여정을 세심하게 조명해준다.	The lighting of Baek Si-won's lighting designer carefully sheds light on the main characters' journey.	뉴스	0	백시원의 조명 디자이너의 조명이 주인공들의 여정을 세심하게 조명한다.	The lighting of Baek Si-won, a lighting designer, carefully illuminates the main characters' journeys.	백시원의 조명디자이너의 조명은 주인공들의 여정을 세심하게 비춰준다.	The lighting of the lighting designer Baek Si-won meticulously illuminates the journey of the main characters.	The lighting designer Baek Si-won carefully illuminates the protagonist's journey.	백시원의 조명 디자이너의 조명은 주인공들의 여정을 세심하게 조명한다.
11620	뉴스	사회,사회일반	“박 전 처장이 전우회를 관제데모에 앞세우고 그 대가로 수익사업 비리를 용인해준 든든한 권력 배후였다”는 것이 회원들의 주장이다.	The members claim that Park was the strong backing power that put the comrades' association on the control demonstration and allowed irregularities in the profit business in return.	뉴스	0	동지회를 관제데모에 올리고 그 대가로 수익사업 비리를 허용한 든든한 후원세력이 박씨였다는 게 회원들의 주장이다.	"The members claim that ""Former Minister Park was behind the strong power to put the comrades' association at the forefront of the control demonstration and tolerate corruption in the profit-making business in return."""	조합원들은 박근혜가 전우회를 통제시위에 가담하고 그 대가로 영리사업의 비리를 허용한 강력한 후원자였다고 주장한다.	Members assert that “Park was a strong authority behind the former deputy director, who put the Jeonwoo Association at the forefront of the control demonstration and tolerated corruption in the profit-making business in return.”	"The members claim that ""the former chief Park was behind the strong power to allow corruption in the profit-making business in return for putting the veterans' association in the control demonstration."""	조합원들은 박 회장이 동지회를 통제시위에 올려놓고 그 대가로 수익사업 비리를 허용한 강력한 지지력이었다고 주장하고 있다.
11023	뉴스	사회,사건_사고	검찰이 최근 1년 동안 용호부두에 입출항한 5천t급 이상 선박들의 항적도를 분석한 결과 씨그랜드호의 항적은 다른 선박들의 항적과는 확연히 구분되는 비정상적으로 나타났다.	The prosecution's analysis of the navigation charts of ships of 5,000 tons or more that have sailed into and out of Yongho pier over the past year showed that the Seagrand's voyage was abnormal, distinctly different from those of other ships.	뉴스	0	검찰이 지난 1년간 용호부두를 드나든 5000t 이상 선박의 항해도를 분석한 결과 씨그랜드호의 항해가 다른 선박과 확연히 다른 비정상적이었던 것으로 나타났다.	As a result of the prosecution's analysis of the trajectory of ships of 5,000 tons or more that entered and left Yongho Pier over the past year, the C-Grand's trajectory was abnormal, clearly distinguishing it from other ships' trajectories.	검찰은 지난해 용호부두를 출항한 5000톤 이상 선박의 항해도를 분석한 결과, 씨그랜드호의 항해가 다른 선박들과 확연히 다른 비정상적 항해를 하고 있는 것으로 나타났다.	As a result of analyzing the track record of ships of 5,000 tons or more that have entered and departed from Yongho Pier during the past year, the Prosecutor's Office revealed that the Sea Grand's track was markedly different from that of other ships.	As a result of the prosecution's analysis of the number of ships of more than 5,000 tons entering and exiting Yongho Pier over the past year, it was abnormal that the port of S Grand was clearly distinguished from other ships.	검찰이 지난 1년간 용호부두를 드나들었던 5000톤 이상 선박의 항해도를 분석한 결과, 시그랜드의 항해는 다른 선박과 확연히 다른 비정상적인 것으로 나타났다.
1640	뉴스	경제,경제일반	동시에 피 투자기업에 대한 불공정 행위나 부적절한 투자 집행 등으로 인해 관리감독 강화 필요성이 커졌다.	At the same time, there is an increasing need to reinforce management and supervision because of unfair practice and inappropriate investment into investee companies.	뉴스	0	동시에, 불공정한 관행과 피투자기업에 대한 부적절한 투자로 인해 관리감독을 강화할 필요성이 증가하고 있다.	At the same time, the need to strengthen management and supervision has increased due to unfair practices or inappropriate investment execution of invested companies.	동시에 불공정한 관행과 피투자기업에 대한 부적절한 투자로 인해 관리 감독을 강화할 필요성이 증가하고 있습니다.	At the same time, the need to strengthen management and supervision increased due to unfair practices or inappropriate investment execution for investee companies.	At the same time, the need to strengthen supervision has increased due to unfair behaviors against investment companies or inappropriate investment execution.	이와 동시에 투자기업에 대한 불공정한 관행과 부적절한 투자 때문에 경영·감독 강화 필요성이 증가하고 있다.
5846	뉴스	경제,산업_기업	신설창투사와 유한책임회사(LLC) 간 제한경쟁 방식으로 진행한 창업초기(루키) 분야에는 우수 운용사들이 대거 지원해 출자 예산 가운데 480억원을 배정했다.	In the early stage of the start-up (Rookie) sector, which was conducted in a limited competition between newly-founded venture capital firms and limited liability companies (LLC), outstanding managers allotted KRW 48 billion out of the budget.	뉴스	0	신생 벤처캐피털과 유한책임회사(LLC) 간 제한적 경쟁 속에서 진행된 창업(루키) 분야 초기 우수 경영자들이 예산 중 480억원을 배정했다.	In the early start-up (Rookie) field, which was conducted in a limited competition between new start-ups and limited liability companies (LLC), a large number of excellent managers applied and allocated 48 billion won out of the investment budget.	신생 벤처캐피털과 유한책임회사(LLC) 간의 제한된 경쟁 속에서 진행된 창업(신인) 부문 초기에는 우수 운용사들이 예산에서 480억원을 배정했다.	In the early stage of start-up (rookie), which was conducted through limited competition between new venture capitalists and limited liability companies (LLCs), excellent managers supported a lot and allocated 48 billion won of the investment budget.	In the early stages of start-up (looker) field, which was conducted in a limited competition between new venture companies and limited liability companies (LLC), excellent operators supported a large amount of KRW 480 billion out of the investment budget.	신생 벤처캐피털(VC) 기업과 유한책임기업(LLC) 간의 한정경쟁으로 진행된 창업(신인) 부문 초기에서는 우수 운용사가 예산 중 480억원을 배정했다.
